movieId,movielens_title,amazon_title,score,asin
1253,"Day the Earth Stood Still, The (1951)","Day the Earth Stood Still, The '08",97.04918032786884,B01D1JDHI8
3071,Stand and Deliver (1987),Stand and Deliver,100.0,B00556E0EG
902,Breakfast at Tiffany's (1961),Breakfast at Tiffany's,100.0,B0000CGCXB
1259,Stand by Me (1986),Stand by Me,100.0,B000CCK8OO
1544,"Lost World: Jurassic Park, The (1997)",The Lost World: Jurassic Park,96.92307692307693,B00004Y5RB
1293,Gandhi (1982),Gandhi,100.0,B001R7IGHY
1188,Strictly Ballroom (1992),Strictly Ballroom VHS,93.68421052631578,6302994063
3257,"Bodyguard, The (1992)",The Bodyguard,92.72727272727272,B004LUNVZQ
110,Braveheart (1995),Braveheart,100.0,B00IDB1Q06
2278,Ronin (1998),Froning,90.0,B01FG9JI3O
2490,Payback (1999),Payback,100.0,B0085A9J36
3471,Close Encounters of the Third Kind (1977),Close Encounters of the Third Kind VHS,96.66666666666666,076780192X
1690,Alien: Resurrection (1997),Alien Resurrection VHS,94.0,6304844948
2858,American Beauty (1999),American Beauty 1999,91.42857142857143,B00YT0E8WS
442,Demolition Man (1993),Demolition Man VHS,92.5,6303012140
2312,Children of a Lesser God (1986),Children of a Lesser God VHS,95.38461538461539,6300214680
1408,"Last of the Mohicans, The (1992)","Last Of The Mohicans, The",100.0,B000A2WP7O
3699,Starman (1984),Starman,100.0,B001DU47LO
1442,Prefontaine (1997),Prefontaine VHS,90.76923076923077,6304612982
2067,Doctor Zhivago (1965),Doctor Zhivago VHS,92.5,6303599109
1370,Die Hard 2 (1990),Die Hard 2,100.0,B000OCXLCI
1372,Star Trek VI: The Undiscovered Country (1991),Star Trek VI - The Undiscovered Country,100.0,6305252599
2353,Enemy of the State (1998),Enemy Of The State,100.0,6305428115
2427,"Thin Red Line, The (1998)",The Thin Red Line,94.66666666666667,6304610394
590,Dances with Wolves (1990),Dances With Wolves,100.0,B00Q3F0ITO
736,Twister (1996),Twister,100.0,B000E5KJDE
1198,Raiders of the Lost Ark (1981),Raiders of the Lost Book,90.82632360217714,B00EA4BJ8Y
593,"Silence of the Lambs, The (1991)",The Silence of the Lambs,96.36363636363637,B000MGB6N2
2359,Waking Ned Devine (1998),Waking Ned Devine VHS,93.68421052631578,B00000ILEA
2571,"Matrix, The (1999)","Matrix, The",100.0,B00CSKL0S6
1917,Armageddon (1998),Armageddon,100.0,B0002VS89M
2396,Shakespeare in Love (1998),Shakespeare in Love VHS,94.28571428571428,6305470448
3735,Serpico (1973),Serpico,100.0,B000LW7N6G
1953,"French Connection, The (1971)",The French Connection VHS,90.97308488612838,6302238331
1597,Conspiracy Theory (1997),Conspiracy Theory,100.0,B00004RYCW
1124,On Golden Pond (1981),On Golden Pond,100.0,0784011648
21,Get Shorty (1995),Get Shorty,100.0,B00USBLY88
165,Die Hard: With a Vengeance (1995),Die Hard: With a Vengeance VHS,95.55555555555556,6303824382
457,"Fugitive, The (1993)",The Fugitive,92.0,6304610149
920,Gone with the Wind (1939),Gone with the Wind,100.0,B0013N7FZ6
459,"Getaway, The (1994)",The Getaway,91.11111111111111,0783226993
1385,Under Siege (1992),Under Siege 2,95.0,B002AA9D6K
3451,Guess Who's Coming to Dinner (1967),Guess Who's Coming to Dinner,100.0,B00H3JBN2U
498,Mr. Jones (1993),Mr. Jones,100.0,B00IF8Q8XC
2728,Spartacus (1960),Spartacus,100.0,B002M9FXVS
2002,Lethal Weapon 3 (1992),Lethal Weapon 1-4,92.81423804226918,B00HJK1HVA
2943,Indochine (1992),Indochine,100.0,6305730997
2006,"Mask of Zorro, The (1998)",The Mask of Zorro,94.66666666666667,B002NLXCWC
318,"Shawshank Redemption, The (1994)",The Shawshank Redemption,96.36363636363637,B00G4SHX6G
1968,"Breakfast Club, The (1985)",The Breakfast Club,95.0,078322687X
3678,"Man with the Golden Arm, The (1955)",The Man With The Golden Arm,96.80000000000001,B0001PKFLS
356,Forrest Gump (1994),Forrest Gump,100.0,B00NW0OLZ0
1245,Miller's Crossing (1990),Miller's Crossing,100.0,B00028HCLU
3893,Nurse Betty (2000),Nurse Betty,100.0,B0000584ZH
1247,"Graduate, The (1967)",The Graduate,92.0,6305034397
1641,"Full Monty, The (1997)",The Full Monty,93.33333333333334,B000CCKJ7U
1394,Raising Arizona (1987),RAISING ARIZONA (BD),94.54545454545453,B00AQ6KPJO
3534,28 Days (2000),28 Days,100.0,B00004UEDQ
2735,"Golden Child, The (1986)",The Golden Child,94.28571428571429,6305310351
1079,"Fish Called Wanda, A (1988)",A Fish Called Wanda,97.77777777777777,B000IY02R4
2997,Being John Malkovich (1999),Being John Malkovich VHS,94.54545454545453,630580706X
1291,Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade,100.0,B0014C2FX8
653,Dragonheart (1996),Dragonheart,100.0,B006WK4YB8
1580,Men in Black (1997),Men in Black 3,95.38461538461539,B005LAIHQS
1049,"Ghost and the Darkness, The (1996)",The Ghost and the Darkness VHS,92.63736263736264,6304353634
552,"Three Musketeers, The (1993)",The Three Musketeers,95.55555555555556,B002EY85QG
1266,Unforgiven (1992),WWE Unforgiven,90.0,B00007GZYG
1378,Young Guns (1988),Young Guns,100.0,B00TZZNO5Y
1379,Young Guns II (1990),Young Guns,92.17391304347825,B00TZZNO5Y
1304,Butch Cassidy and the Sundance Kid (1969),Butch Cassidy and the Sundance Kids,99.1304347826087,B00B1HHL94
2470,Crocodile Dundee (1986),Crocodile Dundee 2 (2008) DVD,90.52631578947367,B001APMDBI
3168,Easy Rider (1969),Easy Rider,100.0,B001E8EYOU
3671,Blazing Saddles (1974),Blazing Saddles,100.0,0790757354
2871,Deliverance (1972),Deliverance,100.0,B000CCKZCY
2115,Indiana Jones and the Temple of Doom (1984),Indiana Jones and the Temple of Doom VHS,96.84210526315789,0792157850
1136,Monty Python and the Holy Grail (1974),Monty Python and the Holy Grail,100.0,0767824571
2081,"Little Mermaid, The (1989)",The Little Mermaid,95.0,B005OV1NFQ
2951,"Fistful of Dollars, A (1964)",Fistful Of Dollars,96.84210526315789,B004VDL7IG
1214,Alien (1979),Alien,100.0,B00MBNYMDU
1036,Die Hard (1988),Die Hard 2,93.33333333333333,B000OCXLCI
3702,Mad Max (1979),Mad Max,100.0,B000WC39YU
2366,King Kong (1933),King Kong,100.0,B001XRLXC8
3527,Predator (1987),Predators,96.47058823529412,B002ZG98LO
2947,Goldfinger (1964),Goldfinger,100.0,B011MHCPI4
1240,"Terminator, The (1984)","Terminator, The",100.0,B0002WYTWG
2987,Who Framed Roger Rabbit? (1988),Who Framed Roger Rabbit,100.0,0788832492
1175,Delicatessen (1991),Delicatessen VHS,91.42857142857143,6302662745
1535,Love! Valour! Compassion! (1997),Love Valour Compassion VHS,95.0,0780620372
1392,Citizen Ruth (1996),Citizen Ruth VHS,91.42857142857143,6304438192
866,Bound (1996),Bound,100.0,B00PMCYZ1G
1684,Mrs. Dalloway (1997),Mrs Dalloway,100.0,6305570051
2770,Bowfinger (1999),Bowfinger,100.0,B003F180AI
1759,Four Days in September (1997),Four Days in September VHS,95.0,6304938713
41,Richard III (1995),Richard III,100.0,B00005JH9F
2058,"Negotiator, The (1998)","Negotiator, The",100.0,B010GJM8AY
3799,Pokémon the Movie 2000 (2000),Pokemon: The Movie 2000,95.45454545454545,B00003CXLM
2700,"South Park: Bigger, Longer and Uncut (1999)","South Park: Bigger, Longer &amp; Uncut",94.11764705882352,6305627401
728,Cold Comfort Farm (1995),Cold Comfort Farm VHS,93.68421052631578,6304216939
299,Priest (1994),Priest,100.0,6305428093
3079,Mansfield Park (1999),Mansfield Park (1983),100.0,B00930L7K0
6,Heat (1995),Heat,100.0,B0017HRJ04
1046,Beautiful Thing (1996),Beautiful Things,98.06451612903226,B000NQDG48
50,"Usual Suspects, The (1995)","Usual Suspects, The",100.0,B00QAE262K
52,Mighty Aphrodite (1995),Mighty Aphrodite VHS,93.33333333333333,6304039166
1192,Paris Is Burning (1990),Paris Is Burning,100.0,B0009UZGM8
3081,Sleepy Hollow (1999),Sleepy Hollow High,90.32258064516128,B000050IMV
377,Speed (1994),Speed,100.0,B00022PZ1A
1268,Pump Up the Volume (1990),Pump Up the Volume VHS,94.0,6303675034
3513,Rules of Engagement (2000),Rules of Engagement VHS,94.28571428571428,6306012052
2428,"Faculty, The (1998)",The Faculty,91.11111111111111,6305428220
3514,Joe Gould's Secret (2000),Joe Gould's Secret VHS,93.68421052631578,6306011005
3016,Creepshow (1982),Creepshow,100.0,B00E8CZBMI
1704,Good Will Hunting (1997),Good Will Hunting,100.0,0788814664
3163,Topsy-Turvy (1999),Topsy-Turvy,100.0,630589423X
2437,Wilde (1997),Wilder,94.54545454545453,B00008NGDS
2291,Edward Scissorhands (1990),Edward Scissorhands,100.0,B000005QLO
1279,Night on Earth (1991),Night on Earth VHS,92.5,6303614353
2721,Trick (1999),Tricks,94.54545454545453,B0027CHW32
1921,Pi (1998),Pi,100.0,B002LFPAU2
2725,Twin Falls Idaho (1999),Twin Falls Idaho,100.0,B00002SSKW
1923,There's Something About Mary (1998),There's Something About Mary,100.0,B00PGTN96C
3386,JFK (1991),JFK,100.0,B000BVN56E
3744,Shaft (2000),Shaft,100.0,B00004Z1FX
968,Night of the Living Dead (1968),Night Of The Living Dead,100.0,B000TXPXC8
896,Wild Reeds (1994),Wild Reeds,100.0,1572522178
1788,Men With Guns (1997),Men With Guns,100.0,B00062IXHO
176,Living in Oblivion (1995),Living in Oblivion VHS,94.0,6303924891
1429,Jackie Chan's First Strike (1996),Jackie Chan's First Strike,100.0,0780622677
2159,Henry: Portrait of a Serial Killer (1990),Henry: Portrait of a Serial Killer,100.0,6305191883
1715,Office Killer (1997),Office Killer VHS,92.0,6305240663
3249,"Hand That Rocks the Cradle, The (1992)",The Hand That Rocks the Cradle VHS,93.58333333333334,6302450187
3176,"Talented Mr. Ripley, The (1999)",TALENTED MR. RIPLEY,94.0,0792165039
2806,Teaching Mrs. Tingle (1999),Teaching Mrs Tingle VHS,94.28571428571428,B00002EQ0I
2013,"Poseidon Adventure, The (1972)",The Poseidon Adventure,96.0,B000E1YW2C
3100,"River Runs Through It, A (1992)",A River Runs Through It,98.18181818181819,0767836359
2599,Election (1999),Election,100.0,B000PHX5N2
1500,Grosse Pointe Blank (1997),Grosse Pointe Blank,100.0,1558908382
2959,Fight Club (1999),Fright Club,95.0375939849624,B000EQ5V04
1650,Washington Square (1997),Washington Square VHS,93.68421052631578,6304879482
908,North by Northwest (1959),North by Northwest VHS,94.0,0790743213
1653,Gattaca (1997),Gattaca,100.0,0767805712
2384,Babe: Pig in the City (1998),Babe - Pig in the City VHS,94.54545454545453,078322561X
1729,Jackie Brown (1997),Jackie Brown,100.0,B000068DBD
2890,Three Kings (1999),Three Kings,100.0,B00003CX73
3113,End of Days (1999),End of Days,100.0,B001B7CNXS
16,Casino (1995),Casino,100.0,B000062XI8
2029,Billy's Hollywood Screen Kiss (1997),Billy's Hollywood Screen Kiss VHS,96.0,1573624365
194,Smoke (1995),Smokers,90.0,B00110WG0A
1513,Romy and Michele's High School Reunion (1997),Romy and Michele's High School Reunion VHS,96.9230769230769,6304578482
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",The Incredibly True Adventures of Two Girls in Love VHS,95.54285714285714,6303909000
2318,Happiness (1998),Happiness,100.0,B00000IC7G
913,"Maltese Falcon, The (1941)",The Maltese Falcon,95.0,B0013QVDWY
3409,Final Destination (2000),Final Destination 2,96.66666666666666,B00005JLZK
1733,Afterglow (1997),Afterglow,100.0,B0094AYTC2
2390,Little Voice (1998),Little Voice,100.0,6305428298
3624,Shanghai Noon (2000),Shanghai Noon,100.0,B00003CXJ1
2395,Rushmore (1998),Rushmore,100.0,B00003Q42P
412,"Age of Innocence, The (1993)",The Age Of Innocence,95.55555555555556,B004X63SL0
1884,Fear and Loathing in Las Vegas (1998),Fear and Loathing in Las Vegas,100.0,B00007ELDF
24,Powder (1995),Powder,100.0,630542845X
348,Bullets Over Broadway (1994),Bullets Over Broadway,100.0,B00JWVL3ZO
29,"City of Lost Children, The (1995)",The City of Lost Children VHS,92.35555555555555,6304083149
497,Much Ado About Nothing (1993),Much Ado About Nothing,100.0,B00C2A4SYA
1747,Wag the Dog (1997),Wag the Dog VHS,90.76923076923077,0780621956
2908,Boys Don't Cry (1999),Cowboy's Don't Cry,93.79310344827587,B001GLLMYA
1966,Metropolitan (1990),Metropolitan VHS,91.42857142857143,6303995713
3499,Misery (1990),Misery,100.0,B00OLZ4E20
1243,Rosencrantz and Guildenstern Are Dead (1990),Rosencrantz and Guildenstern Are Dead,100.0,B016P0GY76
1897,High Art (1998),High Art,100.0,B00002JWZT
1171,Bob Roberts (1992),Bob Roberts VHS,90.76923076923077,B0000065U1
3786,But I'm a Cheerleader (1999),But I'm A Cheerleader,100.0,B00004X13Q
357,Four Weddings and a Funeral (1994),Four Weddings and a Funeral,100.0,B00CMQIDT0
36,Dead Man Walking (1995),Dead Men Walking,93.75,B000BB1NUE
714,Dead Man (1995),Dead Man,100.0,B00P69WYIQ
2406,Romancing the Stone (1984),Romancing the Stone VHS,94.28571428571428,6300247821
1101,Top Gun (1986),Top Gun,100.0,B005HIBWU2
3717,Gone in 60 Seconds (2000),Gone in 60 Seconds,100.0,B00004Z4WR
1688,Anastasia (1997),Anastasia,100.0,B010GJM7T6
364,"Lion King, The (1994)",The Lion King,92.72727272727272,B00UGPMEMG
3072,Moonstruck (1987),Moonstruck,100.0,B000WC39YA
1043,To Gillian on Her 37th Birthday (1996),To Gillian on Her 37th Birthday VHS,96.36363636363636,6304380941
597,Pretty Woman (1990),Pretty Woman VHS,91.42857142857143,0788821075
383,Wyatt Earp (1994),Wyatt Earp VHS,90.0,6303269826
3524,Arthur (1981),Arthur,100.0,B0052ZFYEK
3536,Keeping the Faith (2000),Keeping The Faith,100.0,B00003CXHG
3753,"Patriot, The (2000)",The Patriot,91.11111111111111,B000065U3I
2017,Babes in Toyland (1961),Babes in Toyland 1961,91.89189189189189,B000065V3X
3685,Prizzi's Honor (1985),Prizzi's Honor VHS,92.0,6305164215
3610,Roustabout (1964),Roustabout,100.0,B00BX8A918
1296,"Room with a View, A (1986)",A Room with a View,97.64705882352942,B00ZVBG3A4
838,Emma (1996),Emma,100.0,B002EAYDYI
266,Legends of the Fall (1994),Legends of the Fall,100.0,B00A2JEG4U
17,Sense and Sensibility (1995),Sense and Sensibility,100.0,B002DY9KR0
2100,Splash (1984),Splashed,91.42857142857143,B00IT6J5OE
1380,Grease (1978),Grease,100.0,B000CCKXDK
1674,Witness (1985),Witness,100.0,B00AHFWIBM
3565,Where the Heart Is (2000),Where the Heart Is VHS,94.0,B00003CXIF
1997,"Exorcist, The (1973)",The Exorcist,92.0,B00DYRNGQ6
474,In the Line of Fire (1993),In the Line of Fire,100.0,B00XZKT5EY
1221,"Godfather: Part II, The (1974)",The Godfather: Part II,95.78947368421052,B0007Y08MY
2336,Elizabeth (1998),Elizabeth I,94.0,B000FO0AHO
1393,Jerry Maguire (1996),Jerry Maguire,100.0,B000CCKAWY
3500,Mr. Saturday Night (1992),Mr. Saturday Night VHS,93.68421052631578,0792836618
3148,"Cider House Rules, The (1999)",The Cider House Rules VHS,90.97308488612838,6305949638
1476,Private Parts (1997),Private Parts,100.0,B000A0GOH8
151,Rob Roy (1995),Rob Roy,100.0,B0099KJKKI
4,Waiting to Exhale (1995),Waiting to Exhale VHS,93.68421052631578,6304016859
2429,Mighty Joe Young (1998),Mighty Joe Young,100.0,B00ZJYJCWY
1840,He Got Game (1998),He Got Game,100.0,630514415X
230,Dolores Claiborne (1994),Dolores Claiborne VHS,93.68421052631578,0780622383
161,Crimson Tide (1995),Crimson Tide VHS,91.42857142857143,6303696813
1411,Hamlet (1996),Hamlet,100.0,B001P7YDV4
1274,Akira (1988),Akira,100.0,B000CCKRF4
1277,Cyrano de Bergerac (1990),Cyrano de Bergerac,100.0,B001HB1JZQ
1639,Chasing Amy (1997),Chasing Amy VHS,90.76923076923077,6304681526
3528,"Prince of Tides, The (1991)",The Prince of Tides VHS,90.07518796992481,B00004RNGV
2297,What Dreams May Come (1998),What Dreams May Come VHS,94.54545454545453,6305297525
393,Street Fighter (1994),Street Fighter,100.0,B00LXH2BL0
3246,Malcolm X (1992),Malcolm,92.5,B000BGQULQ
3173,Any Given Sunday (1999),Any Given Sunday VHS,93.33333333333333,B00004Y2R4
253,Interview with the Vampire (1994),Interview With the Vampire,100.0,0790729687
3250,Alive (1993),Alive,100.0,B01BW832O4
111,Taxi Driver (1976),Taxi Driver,100.0,B0016GOOOA
2023,"Godfather: Part III, The (1990)",The Godfather: Part II,94.39412484700122,B0007Y08MY
337,What's Eating Gilbert Grape (1993),What's Eating Gilbert Grape VHS,95.71428571428572,6303124798
2314,Beloved (1998),Beloved,100.0,B009B8YZ4Y
2600,eXistenZ (1999),eXistenZ,100.0,B000K5FPNW
555,True Romance (1993),True Romance,100.0,B00006FDCF
1735,Great Expectations (1998),Great Expectations,100.0,B00I4CWITM
3481,High Fidelity (2000),High Fidelity VHS,92.0,630595805X
2324,Life Is Beautiful (La Vita è bella) (1997),Life Is Beautiful La Vita E Bella  VHS,91.93073593073592,6305426651
2541,Cruel Intentions (1999),Cruel Intentions 2,96.47058823529412,B00004XPPI
1673,Boogie Nights (1997),Boogie Nights,100.0,B00004TQF7
1678,"Joy Luck Club, The (1993)",The Joy Luck Club,94.66666666666667,B0001MIQMG
1027,Robin Hood: Prince of Thieves (1991),Robin Hood - Prince of Thieves VHS,96.0,6302206294
3298,Boiler Room (2000),Boiler Room,100.0,B00005CEXX
3948,Meet the Parents (2000),Meet the Parents,100.0,B00003CXO1
805,"Time to Kill, A (1996)",Time to Kill (1942),95.38461538461539,B005QCH5MI
1777,"Wedding Singer, The (1998)",The Wedding Singer,95.0,B0002PC236
3301,"Whole Nine Yards, The (2000)",The Whole Nine Yards VHS,90.54545454545453,0790750414
529,Searching for Bobby Fischer (1993),Searching for Bobby Fischer VHS,95.86206896551724,6303114946
1356,Star Trek: First Contact (1996),Star Trek - First Contact VHS,95.19999999999999,6304415346
1358,Sling Blade (1996),Sling Blade VHS,90.76923076923077,5554452574
3178,"Hurricane, The (1999)",The Hurricane,92.72727272727272,B014LHPGX8
3751,Chicken Run (2000),Chicken Run,100.0,B00003CXJ4
3826,Hollow Man (2000),Hollow Man,100.0,B00003CXKA
2166,Return to Paradise (1998),Return to Paradise VHS,94.0,6305240019
3253,Wayne's World (1992),Wayne's World,100.0,B00UGPDHJK
1584,Contact (1997),Contact,100.0,0790733226
3623,Mission: Impossible 2 (2000),Mission Impossible VHS,90.40293040293041,630420065X
778,Trainspotting (1996),Trainspotting VHS,92.0,6304297912
3484,"Skulls, The (2000)",The Skulls,90.0,B00004X13T
3916,Remember the Titans (2000),Remember the Titans VHS,94.28571428571428,B000056VP3
2622,"Midsummer Night's Dream, A (1999)",A Midsummer Night's Dream,98.2608695652174,B0052SO010
3358,Defending Your Life (1991),Defending Your Life VHS,94.28571428571428,0790740281
1320,Alien³ (1992),Alien,94.54545454545453,B00MBNYMDU
2125,Ever After: A Cinderella Story (1998),Ever After - A Cinderella Story,100.0,B00006ZXSK
2054,"Honey, I Shrunk the Kids (1989)","Honey, I Shrunk the Kids VHS",95.19999999999999,6304416415
1252,Chinatown (1974),Chinatown,100.0,B000SL1R26
1257,Better Off Dead... (1985),Better Off Dead VHS,92.94117647058823,630351006X
1831,Lost in Space (1998),Lust in Space,92.3076923076923,B000AM6P2A
3363,American Graffiti (1973),American Graffiti,100.0,B001AQMBDM
586,Home Alone (1990),Home Alone 2,94.54545454545453,B013ZU1IP2
587,Ghost (1990),Ghosts,94.54545454545453,B002MWI7X6
3438,Teenage Mutant Ninja Turtles (1990),Teenage Mutant Ninja Turtles,100.0,B016Y9BSBU
3296,To Sir with Love (1967),"To Sir, With Love",100.0,B010DRM9D0
2497,Message in a Bottle (1999),Message in a Bottle VHS,94.28571428571428,0790748193
2498,My Favorite Martian (1999),My Favorite Martian,100.0,6305826838
2133,Adventures in Babysitting (1987),Adventures In Babysitting,100.0,B01CZAFLOC
2135,Doctor Dolittle (1967),Doctor Dolittle VHS,92.94117647058823,6303095216
2136,"Nutty Professor, The (1963)",The Nutty Professor,95.29411764705883,B001DJ7PQE
2137,Charlotte's Web (1973),Charlotte's Web,100.0,B000IOM056
802,Phenomenon (1996),Phenomenon VHS,90.0,630428540X
2138,Watership Down (1978),Watership Down,100.0,B00PULRC0U
1409,Michael (1996),Michael,100.0,B0077ERLCC
1339,Bram Stoker's Dracula (1992),Bram Stoker's Dracula / Wolf,93.33333333333333,B003X82CV6
2640,Superman (1978),Superman,100.0,B0009R991A
596,Pinocchio (1940),Pinocchio,100.0,B018AXRJWU
1918,Lethal Weapon 4 (1998),Lethal Weapon 1-4,96.68520578420467,B00HJK1HVA
1345,Carrie (1976),Carrie,100.0,B00EMKK77K
2077,"Journey of Natty Gann, The (1985)",The Journey of Natty Gann VHS,92.35555555555555,6303675387
2078,"Jungle Book, The (1967)",The Jungle Book,93.84615384615384,B0025ZIG7C
1276,Cool Hand Luke (1967),Cool Hand Luke VHS,92.5,0790733919
671,Mystery Science Theater 3000: The Movie (1996),Mystery Science Theater 3000: The Movie VHS,97.0,630414069X
1278,Young Frankenstein (1974),Young Frankenstein,100.0,B000G6BLWE
3525,Bachelor Party (1984),Bachelor Party VHS,92.5,6304559488
2657,"Rocky Horror Picture Show, The (1975)",Rocky Horror Picture Show,95.55555555555556,B0117Q3PMK
316,Stargate (1994),Stargate,100.0,B002KPINY8
248,Houseguest (1994),Houseguest VHS,90.0,6303486754
1282,Fantasia (1940),Fantasia,100.0,B017N7UQE2
1283,High Noon (1952),High Noon,100.0,B002DU39JE
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Dr. Strangelove: Or, How I Learned to Stop Worrying and Love the Bomb",100.0,0800141709
2087,Peter Pan (1953),Peter Pan,100.0,B0142WEK66
1286,Somewhere in Time (1980),Somewhere in Time,100.0,B01FUYRKEE
2662,"War of the Worlds, The (1953)",The War Of the Worlds,95.78947368421052,B000PHX5PK
329,Star Trek: Generations (1994),Star Trek Generations VHS,94.78260869565219,6303909949
3034,Robin Hood (1973),Robin Hood,100.0,B00DIV9JTG
186,Nine Months (1995),Nine Months VHS,90.76923076923077,6303890458
2161,"NeverEnding Story, The (1984)",The NeverEnding Story VHS,90.97308488612838,6303212395
3039,Trading Places (1983),Trading Places VHS,92.5,6300214338
2091,Return from Witch Mountain (1978),Return from Witch Mountain,100.0,B00009YXAU
830,"First Wives Club, The (1996)",The First Wives Club,95.55555555555556,0792143817
2093,Return to Oz (1985),Return To Oz,100.0,B000E1JOXE
904,Rear Window (1954),Rear Window VHS,90.76923076923077,B00000IC9S
1292,Being There (1979),Being There VHS,90.76923076923077,6301590740
2096,Sleeping Beauty (1959),Sleeping Beauty,100.0,B00IF8PTVO
1294,M*A*S*H (1970),M*A*S*H,100.0,B0007QS22K
765,Jack (1996),Jack-O,93.33333333333333,B00000JN2F
2746,Little Shop of Horrors (1986),The Little Shop of Horrors VHS,90.76923076923077,630393546X
1009,Escape to Witch Mountain (1975),Escape to Witch Mountain,100.0,630279482X
339,While You Were Sleeping (1995),While You Were Sleeping VHS,95.19999999999999,6303637574
1371,Star Trek: The Motion Picture (1979),Star Trek - The Motion Pictures,98.94736842105263,B00005OAZZ
1012,Old Yeller (1957),Old Yeller VHS,90.0,0788812467
2826,"13th Warrior, The (1999)",The 13th Warrior,94.28571428571429,6305692688
3629,"Gold Rush, The (1925)",The Gold Rush,92.72727272727272,6300158772
1019,"20,000 Leagues Under the Sea (1954)","20,000 Leagues Under the Sea",100.0,B001PHDL5S
344,Ace Ventura: Pet Detective (1994),Ace Ventura Pet Detective Jr.,96.60377358490567,B001LYRHSM
